,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
1304,SJ,Glen,Cornell,F,"$        85,000.00","$             99,875.00",2010
1305,None,Goldthwaite,Kevin,D,"$      120,000.00","$           129,000.00",2010
1306,LA,Gomes,Juninho,M,"$        70,000.00","$             80,000.00",2010
1307,TFC,Gomez,Emmanuel,D,"$        40,000.00","$             45,600.00",2010
1308,DAL,Goncalves,Jackson,D,"$        64,620.00","$             75,870.00",2010
1309,LA,Gonzalez,Omar,D,"$        80,000.00","$           157,000.00",2010
1310,PHI,Gonzalez,Juan Diego,D,"$      180,000.00","$           184,462.50",2010
1311,RSL,Gonzalez,Nelson,M-F,"$        40,008.00","$             40,008.00",2010
1312,SEA,Gonzalez,Leonardo,D,"$        72,000.00","$             72,000.00",2010
1313,CHV,Gordon,Alan,F,"$        87,731.00","$             87,731.00",2010
1314,RSL,Grabavoy,Ned,M,"$      105,000.00","$           105,000.00",2010
1315,SEA,Graham,Taylor,D,"$        57,750.00","$             57,750.00",2010
1316,DC,Graye,Jordan,D,"$        40,000.00","$             40,000.00",2010
1317,CLB,Griffit,Leandre,M,"$        40,008.00","$             40,008.00",2010
1318,NE,Griffiths,Jason,M,"$        40,000.00","$             40,000.00",2010
1319,CLB,Gruenebaum,Andy,GK,"$        40,000.00","$             40,000.00",2010
1320,DAL,Guarda,Bruno,M,"$        75,000.00","$           105,000.00",2010
1321,Pool,Guppy,Kevin,GK,"$        40,000.00","$             40,000.00",2010
1322,HOU,Hainault,Andrew,D,"$      110,000.00","$           123,125.00",2010
1323,HOU,Hall,Tally,GK,"$        60,000.00","$             69,375.00",2010
1324,NY,Hall,Jeremy,M,"$        75,000.00","$           124,000.00",2010
1325,DC,Hamid,Bill,GK,"$        40,000.00","$             46,666.66",2010
1326,TFC,Harden,Ty,D,"$        40,000.00","$             40,000.00",2010
1327,KC,Harrington,Michael,M-D,"$        78,516.00","$             97,266.00",2010
1328,DAL,Harris,Atiba,M-F,"$        68,970.00","$             71,970.00",2010
1329,DAL,Hartman,Kevin,GK,"$        75,000.00","$             80,000.00",2010
1330,PHI,Harvey,Jordan,D,"$        55,000.00","$             56,250.00",2010
1331,CLB,Hejduk,Frankie,M,"$      120,000.00","$           127,500.00",2010
1332,NY,Henry,Thierry,F,"$   5,000,000.04","$        5,600,000.04",2010
1333,KC,Hercegfalvi,Zoltan,F,"$      168,000.00","$           168,000.00",2010
1334,DAL,Hernandez,Daniel,M-D,"$      100,000.00","$           112,500.00",2010
1335,DAL,Hernandez,Moises,D,"$        31,260.00","$             31,260.00",2010
1336,DC,Hernandez,Pablo,F,"$      240,000.00","$           249,090.91",2010
1337,SJ,Hernandez,Jason,D,"$      125,000.00","$           125,000.00",2010
1338,TFC,Herold,Zachary,D,"$        60,000.00","$           109,166.67",2010
1339,CLB,Hesmer,William,GK,"$      125,000.00","$           136,000.00",2010
1340,KC,Hohlbein,Aaron,D,"$        40,000.00","$             40,000.00",2010
1341,COL,Holody,Mike,D,"$        40,000.00","$             40,000.00",2010
1342,RSL,Horst,David,D,"$        40,000.00","$             40,000.00",2010
1343,Pool,Horwath,Alex,GK,"$        40,000.00","$             40,000.00",2010
1344,TFC,Hscanovics,Raivis,D,"$      114,000.00","$           120,250.00",2010
1345,SEA,Hurtado,John Kennedy,D,"$      120,000.00","$           121,000.00",2010
1346,CHI,Husidic,Baggio,M,"$        75,000.00","$           117,000.00",2010
1347,SEA,Ianni,Patrick,D,"$        75,600.00","$             75,600.00",2010
1348,TFC,Ibrahim,Fuad,F,"$      100,000.00","$           133,000.00",2010
1349,DAL,Ihemelu,Ugo,D,"$      150,000.00","$           150,000.00",2010
1350,CLB,Iro,Andy,D,"$        52,360.00","$             71,110.00",2010
1351,PHI,Jacobson,Andrew,M,"$        40,000.00","$             40,000.00",2010
1352,DC,Jakovic,Dejan,D,"$      147,600.00","$           167,102.50",2010
1353,DC,James,Julius,D,"$        52,085.00","$             61,460.00",2010
1354,NE,Jankauskas,Edgaras,F,"$      240,000.00","$           240,000.00",2010
1355,SEA,Jaqua,Nate,F,"$      150,000.00","$           157,000.00",2010
1356,SJ,Jassey,Omar,M,"$        42,000.00","$             47,500.00",2010
1357,CHV,Jazic,Ante,D,"$      105,000.00","$           113,500.00",2010
1358,KC,Jewsbury,Jack,D,"$      145,000.00","$           154,125.00",2010
1359,CHI,John,Collins,F,"$      160,000.00","$           181,875.00",2010
1360,DAL,John,George,D,"$        40,000.00","$             40,000.00",2010
1361,CHI,Johnson,Sean,GK,"$        55,000.00","$             88,000.00",2010
1362,RSL,Johnson,Will,F,"$        76,320.00","$             89,891.43",2010
1363,SJ,Johnson,Ryan,M,"$      125,000.00","$           125,000.00",2010
1364,LA,Jordan,Bryan,F,"$        40,000.00","$             40,000.00",2010
1365,NE,Joseph,Shalrie,M,"$      450,000.00","$           475,000.00",2010
1366,TFC,Joseph,Nane,M,"$        40,000.00","$             40,000.00",2010
1367,COL,Joyce,Ian,GK,"$        54,000.00","$             54,000.00",2010
1368,KC,Kamara,Kei,F,"$      180,000.00","$           182,500.00",2010
1369,NY,Kandji,Macoumba,F,"$        85,000.00","$           112,988.37",2010
1370,SEA,Keller,Kasey,GK,"$      300,000.00","$           300,000.00",2010
1371,CHV,Kennedy,Dan,GK,"$        54,996.00","$             54,996.00",2010
1372,COL,Kimura,Kosuke,D,"$        57,750.00","$             57,750.00",2010
1373,DC,King,Stephen,M,"$        40,000.00","$             40,000.00",2010
1374,CHI,Kinney,Steven,D,"$        40,000.00","$             40,000.00",2010
1375,LA,Kirovski,Jovan,F,"$        84,000.00","$             84,000.00",2010
1376,LA,Klein,Chris,M,"$        96,000.00","$           101,000.00",2010
1377,PHI,Knighton,Brad,GK,"$        40,000.00","$             40,000.00",2010
1378,TFC,Kocic,Milos,GK,"$        40,000.00","$             40,000.00",2010
1379,KC,Kounenakis,Nick,D,"$        60,000.00","$             70,000.00",2010
1380,LA,Kovalenko,Dema,M,"$      136,500.00","$           144,118.75",2010
1381,CHI,Krol,Krzystof,D,"$      100,000.00","$           100,000.00",2010
1382,KC,Kronberg,Eric,GK,"$        56,000.00","$             56,000.00",2010
1383,COL,LaBauex,Ross,M,"$        40,000.00","$             40,000.00",2010
1384,TFC,LaBrocca,Nick,M,"$        77,000.00","$             79,500.00",2010
1385,CHV,Lahoud,Michael,M,"$        45,100.00","$             54,475.00",2010
1386,DAL,Lambo,Josh,GK,"$        75,000.00","$           108,000.00",2010
1387,COL,Larentowicz,Jeff,D,"$      150,000.00","$           150,000.00",2010
1388,PHI,Le Toux,Sebastian,M,"$      110,000.00","$           122,000.00",2010
1389,KC,Leathers,Jonathan,D,"$        40,000.00","$             40,000.00",2010
1390,SJ,Leitch,Chris,D,"$      101,000.00","$           101,000.00",2010
1391,CLB,Lenhart,Steven,F,"$        40,000.00","$             42,333.34",2010
1392,SEA,Levesque,Roger,F,"$        40,000.08","$             40,000.08",2010
1393,LA,Lewis,Eddie,M,"$        96,000.00","$             99,333.33",2010
1394,DAL,Leyva,Bryan,M,"$        45,000.00","$             60,833.33",2010
1395,CHV,Lillingston,Eduardo,F,"$      100,000.00","$           100,000.00",2010
1396,NE,Linck,Roberto,F-M,"$        40,000.08","$             40,000.08",2010
1397,NY,Lindpere,Joel,M,"$        80,000.00","$           115,000.00",2010
1398,CHI,Ljungberg,Fredrik,M,"$   1,300,000.00","$        1,314,000.00",2010
1399,COL,Lopez,Claudio,F,"$      120,000.00","$           120,000.00",2010
1400,CHI,Lowry,Peter,F-M,"$        40,000.00","$             40,000.00",2010
1401,DAL,Loyd,Zach,M,"$        40,000.00","$             57,125.00",2010
1402,SJ,Luiz Moreira,Andre,M,"$        60,000.00","$             60,000.00",2010
1403,DAL,Luna,Ruben,F,"$        45,000.00","$             47,000.00",2010
1404,LA,Magee,Mike,F,"$        93,500.00","$             96,000.00",2010
1405,CHV,Maldonado,Giancarlo,F,"$      204,000.00","$           204,000.00",2010
1406,NE,Mansally,Kenny,F-M,"$        65,000.00","$             72,500.00",2010
1407,PHI,Mapp,Justin,M,"$      162,000.00","$           170,333.33",2010
1408,DAL,Marosevic,Peri,F,"$        75,000.00","$           124,000.00",2010
1409,NY,Marquez,Rafael,D,"$   5,544,000.00","$        5,544,000.00",2010
1410,CLB,Marshall,Chad,D,"$      250,000.00","$           320,000.00",2010
1411,LA,Marshall,Yohance,D,"$        40,000.00","$             40,000.00",2010
1412,SEA,Marshall,Tyrone,D,"$      165,375.00","$           169,125.00",2010
1413,TFC,Martinez,"Miguel ""Mista""",F,"$      968,736.00","$           987,337.50",2010
1414,COL,Mastroeni,Pablo,M-D,"$      255,000.00","$           300,500.00",2010
1415,CHV,Mayen,Gerson,M,"$        40,000.00","$             40,000.00",2010
1416,CHI,McBride,Brian,F,"$      378,000.00","$           403,333.33",2010
1417,DAL,McCarty,Dax,M,"$      145,000.00","$           165,000.00",2010
1418,SJ,McDonald,Brandon,M,"$        40,000.00","$             40,000.00",2010
1419,PHI,McInerney,Jack,F,"$        52,250.00","$           116,416.67",2010
1420,RSL,McKenzie,Rauwshan,D,"$        40,000.00","$             40,000.00",2010
1421,DC,McTavish,Devon,D-M,"$        70,000.00","$             72,500.00",2010
1422,RSL,Melia,Tim,GK,"$        40,000.00","$             40,000.00",2010
1423,NY,Mendes,Carlos,D,"$        89,250.00","$             92,375.00",2010
1424,CLB,Mendoza,Andres,F,"$      216,000.00","$           240,833.33",2010
1425,PHI,Miglioranzi,Stefani,M,"$      125,000.00","$           148,125.00",2010
1426,NY,Miller,Roy,M,"$        99,996.00","$             99,996.00",2010
1427,CLB,Moffat,Adam,M,"$        50,400.00","$             50,400.00",2010
1428,SEA,Montano,Miguel,F,"$        40,008.00","$             40,008.00",2010
1429,SEA,Montero,Fredy,F,"$      180,000.00","$           180,000.00",2010
1430,COL,Moor,Drew,D,"$      145,200.00","$           162,388.89",2010
1431,RSL,Morales,Javier,M,"$      200,000.00","$           252,500.00",2010
1432,DC,Moreno,Jaime,F,"$      160,000.00","$           185,000.00",2010
1433,PHI,Moreno,Alejandro,F,"$      145,000.00","$           158,125.00",2010
1434,SJ,Morrow,Justin,D,"$        40,000.00","$             40,000.00",2010
1435,DC,Morsink,Kurt,M,"$        40,000.00","$             40,000.00",2010
1436,HOU,Mullan,Brian,M,"$      180,500.00","$           189,812.50",2010
1437,HOU,Mulrooney,Richard,M,"$      120,000.00","$           125,000.00",2010
1438,NE,Murray,Tim,GK,"$        40,000.00","$             40,000.00",2010
1439,PHI,Mwanga,Danny,F,"$      100,000.00","$           206,250.00",2010
1440,KC,Myers,Chance,D-M,"$        70,000.00","$           142,000.00",2010
1441,CHV,Nagamura,Paulo,M,"$      192,000.00","$           197,500.00",2010
1442,DC,Najar,Andy,M-F,"$        39,000.00","$             58,995.83",2010
1443,PHI,Nakazawa,Kyle,M,"$        40,000.00","$             40,000.00",2010
1444,HOU,Navas,Francisco,M,"$        40,000.00","$             40,000.00",2010
1445,HOU,Ngwenya,Joseph,M/F,"$        72,000.00","$             72,000.00",2010
1446,KC,Nielsen,Jimmy,GK,"$      100,000.00","$           141,666.67",2010
1447,NY,Nielsen,Brian,M,"$      156,000.00","$           156,000.00",2010
1448,RSL,Nimo,Alex,F-M,"$        75,000.00","$           108,000.00",2010
1449,SEA,Nkufo,Blaise,F,"$      480,000.00","$           480,000.00",2010
1450,SEA,Noonan,Pat,F,"$        96,000.00","$             96,000.00",2010
1451,PHI,Noone,JT,M,"$        40,012.08","$             40,012.08",2010
1452,CHI,Nyarko,Patrick,F,"$        80,000.00","$           160,000.00",2010
1453,NE,Nyassi,Sainey,M,"$        70,000.00","$             76,750.00",2010
1454,SEA,Nyassi,Sanna,M,"$        40,000.00","$             40,000.00",2010
1455,HOU,Obodai,Anthony,M,"$        96,000.00","$           112,666.67",2010
1456,COL,O'Brien,Ciaran,M,"$        75,000.00","$           108,750.00",2010
1457,HOU,Oduro,Dominic,F,"$        40,000.00","$             40,000.00",2010
1458,PHI,Okugo,Amobi,M,"$        75,000.00","$           158,000.00",2010
1459,RSL,Olave,Jamison,D,"$      225,000.00","$           240,000.00",2010
1460,HOU,Onstad,Patrick,GK,"$      164,000.00","$           172,333.33",2010
1461,SJ,Opara,Ike,D,"$        80,000.00","$           165,900.00",2010
1462,CLB,O'Rourke,Danny,D,"$      110,000.00","$           122,500.00",2010
1463,PHI,Orozco,Michael,D,"$      150,000.00","$           200,000.00",2010
1464,NE,Osei,Emmanuel,D,"$        47,250.00","$             52,875.00",2010
1465,CLB,Oughton,Duncan,D,"$        40,000.00","$             40,000.00",2010
1466,CHV,Padilla,Jesus Andres,F,"$        48,000.00","$             48,000.00",2010
1467,CLB,Padula,Gino,D,"$      165,000.00","$           190,000.00",2010
1468,COL,Palguta,Scott,D,"$        57,750.00","$             57,750.00",2010
1469,HOU,Palmer,Lovel,M,"$        60,000.00","$             71,250.00",2010
1470,CHI,Pappa,Marco,M,"$      108,000.00","$           108,000.00",2010
1471,SEA,Parke,Jeff,D,"$        99,999.96","$             99,999.96",2010
1472,CHI,Pause,Logan,M,"$      160,000.00","$           168,125.00",2010
1473,DAL,Pearce,Heath,D,"$      198,000.00","$           207,500.00",2010
1474,DC,Pena,Juan,D,"$        40,000.00","$             40,000.00",2010
1475,LA,Perk,Brian,GK,"$        52,250.00","$             86,350.00",2010
1476,DC,Perkins,Troy,GK,"$      200,000.00","$           205,000.00",2010
1477,NE,Perovic,Marko,M,"$      180,000.00","$           190,000.00",2010
1478,TFC,Peterson,Jacob,F,"$      125,000.00","$           143,000.00",2010
1479,NY,Petke,Mike,D,"$        95,000.00","$             95,000.00",2010
1480,NE,Phelan,Pat,M,"$        40,000.00","$             40,000.00",2010
1481,COL,Pickens,Matt,GK,"$      135,000.00","$           137,500.00",2010
1482,DC,Pontius,Chris,M-F,"$      100,000.00","$           100,000.00",2010
1483,DC,Quaranta,Santino,M-F,"$      105,000.00","$           107,500.00",2010
1484,DC,Quinn,Andrew,GK,"$        40,008.00","$             40,008.00",2010
1485,NY,Ream,Tim,D,"$        40,000.00","$             40,000.00",2010
1486,NE,Reis,Matt,GK,"$      182,011.00","$           182,011.00",2010
1487,CLB,Renteria,Emilio,F,"$      108,000.00","$           109,875.00",2010
1488,RSL,Reynish,Kyle,GK,"$        40,000.00","$             40,000.00",2010
1489,LA,Ribeiro Da Silva,Leonardo,D,"$        70,000.00","$             80,000.00",2010
1490,DC,Rice,Barry,D,"$        40,000.00","$             40,000.00",2010
1491,NY,Richards,Dane,M-F,"$      135,000.00","$           146,500.00",2010
1492,LA,Ricketts,Donovan,GK,"$      160,000.00","$           160,000.00",2010
1493,SEA,Riley,James,D,"$        72,450.00","$             76,075.00",2010
1494,RSL,Rimando,Nick,GK,"$      120,000.00","$           131,000.00",2010
1495,SJ,Ring,Brad,M,"$        40,000.00","$             40,000.00",2010
1496,CHI,Robinson,Dasan,D,"$        49,200.00","$             49,200.00",2010
1497,HOU,Robinson,Eddie,D,"$      135,000.00","$           145,000.00",2010
1498,NY,Robinson,Carl,M,"$      300,000.00","$           315,000.00",2010
1499,KC,Rocastle,Craig,M,"$        96,000.00","$           102,062.50",2010
1500,DAL,Rodriguez,Milton,F,"$        84,000.00","$           114,000.00",2010
1501,CLB,Rogers,Robbie,M-F,"$      115,000.00","$           115,000.00",2010
1502,CHV,Romero,Osael,M,"$        80,000.00","$             85,500.00",2010
1503,RSL,Russell,Robbie,D-M,"$      114,000.00","$           119,751.43",2010
1504,RSL,Saborio,Alvaro,F,"$      120,000.00","$           128,125.00",2010
1505,DAL,Sala,Dario,GK,"$      160,000.00","$           178,125.00",2010
1506,PHI,Salinas,Shea,M,"$        40,000.00","$             40,000.00",2010
1507,NY,Salou,Ibrahim,F,"$      264,000.00","$           264,000.00",2010
1508,TFC,Santos,Maicon,F,"$        93,000.00","$             93,000.00",2010
1509,TFC,Sanyang,Amadou,D,"$        40,000.00","$             46,555.55",2010
1510,CHV,Saragosa,Marcelo,D-M,"$      130,000.00","$           134,285.71",2010
1511,TFC,Saric,Martin,M,"$        90,000.00","$             90,000.00",2010
1512,NY,Sassano,Luke,M-D,"$        40,000.00","$             40,000.00",2010
1513,LA,Saunders,Josh,GK,"$        57,475.00","$             60,608.75",2010
1514,NE,Schilawski,Zack,F,"$        40,000.00","$             42,500.00",2010
1515,RSL,Schuler,Chris,D,"$        40,000.00","$             40,000.00",2010
1516,COL,Schunk,Ross,F,"$        40,000.00","$             40,000.00",2010
1517,SEA,Scott,Zach,D,"$        42,008.00","$             42,008.00",2010
1518,SJ,Sealy,Scott,F,"$      138,000.00","$           145,000.00",2010
1519,SEA,Seamon,Michael,M,"$        40,000.00","$             40,000.00",2010
1520,CHI,Segares,Gonzalo,D,"$        60,000.00","$             67,750.00",2010
1521,PHI,Seitz,Chris,GK,"$      100,000.00","$           135,500.00",2010
1522,HOU,Serioux,Adrian,D,"$        96,000.00","$             96,000.00",2010
1523,LA,Sesay,Israel,F,"$        75,000.00","$           107,083.33",2010
1524,DC,Shanosky,Conor,D,"$        31,250.04","$             37,135.54",2010
1525,Pool,Sharpe,Christopher,GK,"$        40,000.00","$             40,000.00",2010
1526,DAL,Shea,Brek,M-D,"$        75,000.00","$           108,000.00",2010
1527,NE,Shuttleworth,Robert,GK,"$        40,000.00","$             40,000.00",2010
1528,DC,Simms,Clyde,M,"$      165,000.00","$           171,000.00",2010
1529,NE,Sinovic,Seth,D,"$        40,000.00","$             40,000.00",2010
1530,COL,Smith,Jamie,M,"$      172,800.00","$           182,800.00",2010
1531,KC,Smith,Ryan,M-F,"$      125,000.00","$           129,375.00",2010
1532,NE,Smith,Khano,M-F,"$        50,004.00","$             50,004.00",2010
1533,PHI,Stahl,Toni,M,"$        40,000.00","$           110,300.00",2010
1534,NY,Stammler,Seth,M,"$      123,900.00","$           123,900.00",2010
